Ticker,Name,Weight,Shares,Price
GL UN Equity,Globe Life Inc,0.047967,90.298,101.59
PGR UN Equity,Progressive Corp/The,0.047924,75.815,120.89
RCL UN Equity,Royal Caribbean Cruises Ltd,0.047907,219.815,41.68
JNPR UN Equity,Juniper Networks Inc,0.04789,318.895,28.72
WHR UN Equity,Whirlpool Corp,0.047811,54.87,166.64
MMC UN Equity,Marsh & McLennan Cos Inc,0.047533,53.574,169.68
PWR UN Equity,Quanta Services Inc,0.04728,64.471,140.25
FMC UN Equity,FMC Corp,0.04724,82.709,109.23
OXY UN Equity,Occidental Petroleum Corp,0.046732,142.177,62.86
BBWI UN Equity,Bath & Body Works Inc,0.04656,238.464,37.34
JLL UN Equity,Jones Lang LaSalle Inc,0.046464,49.312,180.2
NLOK UW Equity,NortonLifeLock Inc,0.046032,361.683,24.34
LEA UN Equity,Lear Corp,0.045819,59.376,147.58
KNX UN Equity,Knight-Swift Transportation Holdings Inc,0.04571,158.48,55.16
AFG UN Equity,American Financial Group Inc/OH,0.045488,67.14,129.57
ELAN UN Equity,Elanco Animal Health Inc,0.045374,444.318,19.53
COLD UN Equity,Americold Realty Trust Inc,0.045157,268.199,32.2
ADP UW Equity,Automatic Data Processing Inc,0.045154,34.204,252.47
PNW UN Equity,Pinnacle West Capital Corp,0.045031,112.648,76.45
FRT UN Equity,Federal Realty OP LP,0.04496,78.617,109.37
K UN Equity,Kellogg Co,0.044958,113.864,75.51
WBS UN Equity,Webster Financial Corp,0.04471,177.989,48.04
RGA UN Equity,Reinsurance Group of America Inc,0.04452,66.674,127.7
OC UN Equity,Owens Corning,0.044359,96.687,87.74
UGI UN Equity,UGI Corp,0.044163,208.902,40.43
ARMK UN Equity,Aramark,0.044004,231.32,36.38
NNN UN Equity,National Retail Properties Inc,0.043938,175.059,48
