Ticker,Name,Weight,Shares,Price
VRTX UW Equity,Vertex Pharmaceuticals Inc,0.351167,241.138,295.77
LRCX UW Equity,Lam Research Corp,0.337295,138.406,494.95
WM UN Equity,Waste Management Inc,0.32521,388.367,170.07
EW UN Equity,Edwards Lifesciences Corp,0.315483,616.928,103.86
EL UN Equity,Estee Lauder Cos Inc/The,0.307534,229.21,272.5
PGR UN Equity,Progressive Corp/The,0.302006,507.378,120.89
ITW UN Equity,Illinois Tool Works Inc,0.29241,278.229,213.45
SCHW UN Equity,Charles Schwab Corp/The,0.290208,842.734,69.94
AON UN Equity,Aon PLC,0.290156,197.938,297.72
SHW UN Equity,Sherwin-Williams Co/The,0.286668,238.868,243.74
DG UN Equity,Dollar General Corp,0.286073,228.393,254.39
SNPS UW Equity,Synopsys Inc,0.281535,152.19,375.71
KLAC UW Equity,KLA Corp,0.27484,149.047,374.51
UBER UN Equity,Uber Technologies Inc,0.263962,1634.458,32.8
CHTR UW Equity,Charter Communications Inc,0.2631,115.488,462.69
CDNS UW Equity,Cadence Design Systems Inc,0.249847,272.317,186.34
PANW UW Equity,Palo Alto Networks Inc,0.248533,96.728,521.84
ADSK UW Equity,Autodesk Inc,0.242138,217.293,226.32
MCO UN Equity,Moody's Corp,0.239042,150.521,322.54
EQIX UW Equity,Equinix Inc,0.238993,68.417,709.46
NFLX UW Equity,Netflix Inc,0.237062,197.234,244.11
MCD UN Equity,McDonald's Corp,0.230867,179.403,261.36
EOG UN Equity,EOG Resources Inc,0.229164,427.037,108.99
CMG UN Equity,Chipotle Mexican Grill Inc,0.226766,27.773,1658.29
IQV UN Equity,IQVIA Holdings Inc,0.221789,187.93,239.69
ABNB UW Equity,Airbnb Inc,0.218555,373.858,118.73
MAR UW Equity,Marriott International Inc/MD,0.217565,274.045,161.24
HUM UN Equity,Humana Inc,0.213327,89.149,486
TGT UN Equity,Target Corp,0.212958,254.915,169.67
PSA UN Equity,Public Storage,0.211112,123.924,345.99
PAYX UW Equity,Paychex Inc,0.210595,321.978,132.84
OXY UN Equity,Occidental Petroleum Corp,0.208896,674.936,62.86
CRWD UW Equity,Crowdstrike Holdings Inc,0.207481,209.856,200.8
SYY UN Equity,Sysco Corp,0.204042,507.104,81.72
SYK UN Equity,Stryker Corp,0.202656,187.77,219.2
CL UN Equity,Colgate-Palmolive Co,0.201185,508.593,80.34
AZO UN Equity,AutoZone Inc,0.196659,17.965,2223.27
ENPH UQ Equity,Enphase Energy Inc,0.195049,130.632,303.25
HON UW Equity,Honeywell International Inc,0.19423,200.009,197.23
TEAM UW Equity,Atlassian Corp PLC,0.192445,136.571,286.19
CRM UN Equity,Salesforce Inc,0.191072,205.749,188.61
ECL UN Equity,Ecolab Inc,0.183822,218.711,170.7
SBUX UW Equity,Starbucks Corp,0.17562,412.396,86.49
A UN Equity,Agilent Technologies Inc,0.175471,268.803,132.58
LULU UW Equity,Lululemon Athletica Inc,0.175244,111.482,319.26
FTNT UW Equity,Fortinet Inc,0.173683,654.57,53.89
ELV UN Equity,Elevance Health Inc,0.173496,73.207,481.33
PYPL UW Equity,PayPal Holdings Inc,0.173481,356.22,98.91
CTAS UW Equity,Cintas Corp,0.173324,81.527,431.78
RMD UN Equity,ResMed Inc,0.172953,144.209,243.58
DXCM UW Equity,Dexcom Inc,0.172718,390.936,89.73
APH UN Equity,Amphenol Corp,0.169996,440.775,78.33
IDXX UW Equity,IDEXX Laboratories Inc,0.164024,83.222,400.29
WDAY UW Equity,Workday Inc,0.164007,194.418,171.33
LIN UN Equity,Linde PLC,0.160565,105.399,309.4
TTD UQ Equity,Trade Desk Inc/The,0.1601,437.985,74.24
MCHP UW Equity,Microchip Technology Inc,0.159646,458.676,70.69
ODFL UW Equity,Old Dominion Freight Line Inc,0.157948,101.715,315.38
SNOW UN Equity,Snowflake Inc,0.157289,183.172,174.4
